925,094	2,75E-02
925,206	2,75E-02
925,322	0,025612905
925,446	2,93E-02
925,582	3,11E-02
925,732	3,03E-02
925,896	2,75E-02
926,072	2,32E-02
926,24	2,86E-02
926,402	2,46E-02
926,559	2,11E-02
926,698	2,07E-02
926,828	2,13E-02
926,956	2,91E-02
927,074	2,90E-02
927,2	2,62E-02
927,336	2,71E-02
927,484	2,30E-02
927,647	2,78E-02
927,819	2,46E-02
928	2,16E-02
928,178	1,67E-02
928,349	1,44E-02
928,511	1,41E-02
928,662	1,90E-02
928,795	1,75E-02
928,924	1,53E-02
929,045	1,67E-02
929,164	1,98E-02
929,297	2,44E-02
929,439	2,26E-02
929,6	1,82E-02
929,77	1,58E-02
929,948	9,45E-03
930,13	1,49E-02
930,294	9,20E-03
930,458	1,02E-02
930,602	7,78E-03
930,74	7,89E-03
930,866	8,38E-03
930,989	1,24E-02
931,111	1,46E-02
931,247	1,31E-02
931,389	1,01E-02
931,548	9,29E-03
931,714	1,36E-02
931,891	5,97E-03
932,064	1,02E-03
932,236	8,46E-04
932,395	-2,37E-03
932,543	-3,89E-03
932,683	-1,78E-03
932,811	-1,84E-03
932,935	1,95E-03
933,065	-4,47E-05
933,194	-1,46E-03
933,336	4,11E-04
933,497	-3,10E-03
933,672	-1,04E-02
933,846	-1,14E-02
934,027	-1,17E-02
934,198	-1,73E-02
934,355	-1,97E-02
934,503	-2,18E-02
934,634	-2,31E-02
934,756	-2,17E-02
934,878	-1,68E-02
934,998	-1,87E-02
935,128	-2,14E-02
935,27	-2,18E-02
935,425	-2,29E-02
935,59	-2,72E-02
935,765	-2,73E-02
935,943	-3,54E-02
936,121	-3,98E-02
936,292	-4,31E-02
936,445	-4,89E-02
936,59	-5,47E-02
936,731	-5,97E-02
936,859	-6,42E-02
936,988	-6,98E-02
937,119	-7,22E-02
937,261	-8,43E-02
937,41	-9,80E-02
937,58	-1,12E-01
937,754	-1,19E-01
937,928	-8,61E-02
938,099	7,71E-03
938,254	1,02E-01
938,399	1,47E-01
938,539	1,50E-01
938,662	1,41E-01
938,782	1,28E-01
938,901	1,19E-01
939,029	1,05E-01
939,164	9,27E-02
939,317	7,94E-02
939,482	7,27E-02
939,658	6,28E-02
939,841	5,23E-02
940,019	4,52E-02
940,19	4,08E-02
940,351	3,59E-02
940,499	3,48E-02
940,642	3,60E-02
940,767	3,64E-02
940,886	4,05E-02
941,014	4,70E-02
941,144	4,98E-02
941,289	4,95E-02
941,448	4,80E-02
941,621	4,48E-02
941,794	3,79E-02
941,97	3,23E-02
942,134	3,16E-02
942,291	
942,433	3,09E-02
942,569	
942,7	2,71E-02
942,826	
942,953	2,78E-02
943,089	
943,233	2,66E-02
943,393	2,59E-02
943,56	2,57E-02
943,739	2,71E-02
943,919	2,78E-02
944,093	2,36E-02
944,256	1,99E-02
944,405	1,68E-02
944,543	1,25E-02
944,673	1,01E-02
944,8	9,74E-03
944,916	9,59E-03
945,043	1,48E-02
945,179	1,57E-02
945,33	1,53E-02
945,494	1,59E-02
945,67	1,66E-02
945,851	1,55E-02
946,021	1,38E-02
946,188	1,53E-02
946,342	1,58E-02
946,488	1,11E-02
946,62	7,92E-03
946,74	6,58E-03
946,867	5,43E-03
946,989	3,43E-03
947,123	4,10E-03
947,27	5,29E-03
947,428	9,62E-03
947,598	9,78E-03
947,773	7,50E-03
947,949	7,93E-03
948,121	7,48E-03
948,284	7,13E-03
948,434	5,53E-03
948,572	6,65E-03
948,707	7,82E-03
948,837	5,37E-03
948,961	4,25E-03
949,096	3,09E-03
949,24	4,49E-03
949,4	5,20E-03
949,57	6,15E-03
949,747	6,46E-03
949,924	7,36E-03
950,097	8,85E-03
950,256	6,62E-03
950,409	2,97E-03
950,543	-8,14E-04
950,671	-4,63E-03
950,79	-2,88E-03
950,908	-1,85E-03
951,029	-2,78E-03
951,164	-2,82E-03
